date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"January 10, 1923",1252,Harare,-17.8292,31.0522,Union Aeromaritime de Transport,736,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,F-BGTZ,43827/337,70,63,7,3,3,0,0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm."
"January 21, 1936",?,Harare,-17.8292,31.0522,Rhodesian Air Services,?,Salisbury - Livingstone - Elizabethville,?,VP-YRX,19351,3,0,3,3,0,3,0,"The aircraft was on a charter flight to Livingstone to pick up United Nations troops on leave and take them back to Elizabethville. It took off from Salisbury Airport, and shortly after take-off suddenly dipped its right wing. After a slow recovery, it climbed away to between 100 - 150 ft and then went into a turn to the left with the port propeller windmilling. This turn continued to get steeper until the aircraft rolled over and dived inverted to the ground . The accident was caused by failure of the pilot to execute a successful single engine forced landing after concluding that there had been a power loss in the port engine. Evidence indicated that a failure of the port engine did not, in fact, occur. The pre-take-off rudder trimmer check was not carried out correctly as laid down in the checklist, and the aircraft took off with full left rudder trim applied. Once airborne this was misinterpreted as port engine failure, and the port propeller was feathered. No apparent action was taken by the pilot to correct the ensuing critical speed yaw."
"October 13, 1976",1332,Santa Cruz de la Sierra,-17.7892,-63.1975,Lloyd Aéreo Boliviano,?,Santa Cruz - Viru,Boeing B-707-31,N730JP,17671/48,3,0,3,3,0,3,113,"The cargo plane failed to climb and crashed into trees, poles and houses at the end of the runway and came to rest in a soccer field 560 meters beyond the runway. The failure of the crew to select enough thrust to achieve the necessary acceleration. Crew fatigue."
"May 20, 1987",?,Santa Cruz de la Sierra,-17.7892,-63.1975,YPFB Transportes Aereos,?,Camiri - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,CP-1018,363,16,13,3,14,11,3,0,Crashed into high terrain in poor weather.
"May 08, 1999",1921,Port Vila,-17.7333,168.3167,Vanair,?,Espírita Santo - Port Vila,de Havilland Canada DHC-6 Twin Otter 300,YJ-RV9,694,12,11,1,7,6,1,0,Crashed into the ocean during a heavy rain. It is reported that the flight had appeared to be proceeding normally until impact with the water.
"September 06, 1984",2207,Papeete,-17.5397,-149.5689,Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959/470,79,69,10,78,68,10,0,"The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named ""Clipper Winged Racer."""
"August 22, 1954",930,"Innisfail, Queensland",-17.5236,146.0292,North Queensland Airways,?,Townsville - Innisfail - Cairns,De Havilland DH-84,VH-UXK,6053,9,8,1,5,4,1,0,Crashed into a cane field short of the runwa while attempting to land when the pilot swerved to avoid a tractor.
"October 30, 1941",1200,Mo'orea,-17.5167,-149.8167,Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20,19,1,20,19,1,0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.
"August 13, 1989",2232,"Jamba, Cuando Cubango",-17.4558,22.5964,Professional Aviation Services,?,Jamba - Pretoria,Douglas DC-3,ZS-DHX,15908/32656,17,14,3,3,0,3,0,"The plane was unable to maintain altitude after taking off, crashed into trees and caught fire.  The co-pilot became distracted while trying to operate an inconviently placed intercom switch and the aircraft to lose height and drifted to the right."
"November 25, 1991",1500,Vila de Sena,-17.4526,35.0332,STASA,?,?,Douglas C-47B-DK,C9-STD,25471,3,0,3,1,0,1,0,The cargo plane overshot the runway and crashed into trees.
"November 04, 1949",?,Cochabamba,-17.3935,-66.157,Loide Aéreo Nacional,?,Cochabamba - Rio de Janeiro,Curtiss C-46A,CB-39,26488,7,4,3,7,4,3,0,Hit a tree while taking off and crashed.
"October 01, 1957",720,Cochabamba,-17.3935,-66.157,Lloyd Aereo Boliviano,?,Cochabamba - La Paz,Douglas DC-4,CP-609,10510,59,55,4,59,55,4,0,"Few minutes after takeoff and reaching an altitude of 9,000 feet, the captain stated that an engine exploded. Shortly thereafter, the airplane went out of control and crashed in Laguna Huanacota, about 13 km south of the airport. A two-year-old girl survived but later died from her injuries.Investigators believed that the maximum takeoff weight was exceeded and this contributed to the engine exploding."
"October 10, 1961",?,Cochabamba,-17.3935,-66.157,North East Bolivian Airways,?,Cochabamba-La Paz,Douglas EC-54U,CP-1090,36036,3,0,3,1,0,1,0,"After the No. 2 engine failed on takeoff, the pilot  tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch."
"June 11, 1989",1015,"Vereda, Bahia",-17.2228,-40.09,Aerotaca,?,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,HK-2486,676,22,20,2,6,6,0,0,Crashed into a mountain.
"June 12, 1967",?,La Paz,-16.4942,-68.1475,Frigorifico Cooperativo Los Andes,?,?,Curtiss C-46D-15-CU,CB-43,33346,27,24,3,27,24,3,0,Crashed shortly after takeoff from La Paz-El Alto Airport.
"January 31, 1955",?,La Paz,-16.4942,-68.1475,TAM (Bolivia),?,San Borja - La Paz,Douglas DC-3,TAM-05,?,3,0,3,3,0,3,0,The cargo plane disappeared en route.
"March 05, 1991",1630,La Paz,-16.4942,-68.1475,TAM (Bolivia),?,Santa Rose - La Paz,Douglas C-54,TAM-52,?,24,21,3,24,21,3,0,The non-scheduled passenger flight crashed while en route to La Paz. Wreckage never found.
"April 06, 1993",2025,Arequipa,-16.3988,-71.5369,Compania de Aviacion Faucett SA (Peru),251,Lima - Arequipa,Boeing B-737-222,OB-1451,19072/86,123,117,6,123,117,6,0,"The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9,500 ft. when the aircraft was actually flying 8,640 ft. Controlled flight into terrain."
"October 26, 1947",1516,Caranavi,-15.8339,-67.5658,Corporacion Boliviano de Fomento,?,?,Curtiss C-46D,CP-541,33579,6,2,4,6,2,4,0,"The cargo plane's right wing tip struck a wall and then the plane crashed into a tree. Pilot error in failing to discontinue takeoff, even after the right wing tip hit the well and broke off, while the aircraft was on the ground during the takeoff run."
"May 25, 1979",?,Brasília,-15.7939,-47.8828,VASP,?,Sao Paulo - Brasilia,Boeing B-737-200,PP-SMY,20907,118,112,6,2,2,0,0,The aircraft broke in two after a hard landing. The pilot's misuse of rain repellant caused an optical illusion.
"January 23, 2001",1100,Cuiabá,-15.5958,-56.0969,Paraense Transportes Aéreos,?,Mato Grosso - Porto Velho,Curtiss C-46A,PP-BTH,30571,13,10,3,13,10,3,0,"About 30 minutes after taking off, the aircraft turned back to Mato Grosso with its left engine on fire. While over Buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground."
"December 08, 1964",1048,Tipuani,-15.5606,-67.9833,Aerolineas Abaroa,?,Tipuani - La Paz,Douglas DC-3,CP-639,7375,17,13,4,17,13,4,0,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.
"December 12, 1949",1053,Juliaca,-15.4908,-70.1269,Aero Peru,?,Juliaca - Arequipa,Fokker F-28 Fellowship 1000,OB-R-1020,11059,69,65,4,12,11,1,0,Crashed shortly after taking off from Manco Capac airport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.
"March 05, 1967",1327,Mongu,-15.4167,23.2833,Military - Zambia Air Force,?,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,89,13,8,5,13,8,5,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.
"August 21, 1946",?,"Moho, Peru",-15.3608,-69.4998,Lineas Aéreas Interpolar,?,Miami - Panama City - Talara - Arica,Curtiss C-46A-50-CU,CC-CIA-497,30482,8,4,4,8,4,4,0,Crashed into a  mountain while en route..
"November 06, 2002",?,Lumbo,-15.0314,40.6914,Imperial Airways,?,London - Cairo- Mombasa - Dar es-Salaam - Lumbo - Maputo,Short S-23 Empire Flying Boat,G-ADVD,S-821,4,0,4,2,0,2,0,After an aborted landing the plane hit the water and came to rest off Ilha de Mocambique island.
"January 01, 2009",?,Lubango,-14.9167,13.5,TAAG Angola Airlines,?,?,Antonov AN-26,D2-TAB,4607,15,9,6,15,9,6,0,Flew into a mountain while descending for a landing.
"October 06, 1996",1520,Lubango,-14.9167,13.5,TAAG Angola Airlines,?,Lubango - Luanda,Boeing B-737-200,D2-TBN,22775,130,126,4,130,126,4,0,The airliner crashed immediately after takeoff.  Shot down by rebels with a surface to air missile.
"March 06, 1955",?,Vitória da Conquista,-14.8658,-40.8389,REAL,?,?,Douglas DC-3,PP-YPZ,11699,21,18,3,5,4,1,0,"After an aborted landing attempt due to a unlocked landing gear, the plane made a left turn, hit a pole, crashed and burned. Pilot error. Improper use of the throttles by the crew following the go-around. Failure of the landing gear locking mechanism."
"October 09, 1985",1900,Vitória da Conquista,-14.8658,-40.8389,Nordeste Linhas Aéreas,?,Vitória da Conquista - Salvador,Embraer 110C Bandeirante,PT-GKA,110090,2,0,2,2,0,2,0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.
"March 16, 1984",?,"San Borja, Bolivia",-14.8583,-66.7475,Lloyd Aereo Boliviano,?,Trinidad-San Borja,Fairchild F-27M,CP-862,BL-52,23,20,3,23,20,3,0,Crashed into the jungle.
"September 07, 1972",1757,"Trinidad, Bolivia",-14.8333,-64.9,Servicios Aereas Virgen de Copacabana,?,?,Curtiss C-46A-40-CU,CP-959,26903,8,6,2,1,0,1,0,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground."
"June 25, 2015",?,"Apolo, La Paz",-14.72,-68.5039,CAMBA,?,?,Martin 404,CP-1440,14114,11,,,10,,,0,?
"November 06, 1987",830,Ulongué,-14.7167,34.3667,Air Malawi,?,Blantyre - Lilongwe,Shorts SC-7 Skyvan 3-100,7Q-YMB,SH-1971,10,8,2,10,8,2,0,Shot down by rebels.
"December 26, 1968",?,Andapa,-14.65,49.65,Air France,?,?,Junkers JU-52/3m,F-BAMQ,106,11,8,3,6,,,0,?
"February 26, 2016",759,"Katherine, Northern Territory",-14.4667,132.2667,Guinea Airways,?,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,1418,4,1,3,4,1,3,0,"The mail plane failed to gain height after taking off, stalled and crashed into the Katherine River during a storm."
"January 30, 1974",803,Pago Pago,-14.2794,-170.7006,Pan American World Airways,1,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7,0,7,7,0,7,0,"The aircraft exploded in mid-air as the crew attempted to dump fuel for an emergency landing at Pago Pago. Neither the plane or seven crew members were ever found. The aircraft was named ""Samoan Clipper.""  Pan American's first and chief pilot, Captain Edwin C. Musick, killed."
"October 28, 1974",2341,Pago Pago,-14.2794,-170.7006,Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101,91,10,97,87,10,0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant."""
"September 24, 1959",1120,Caetité,-14.0689,-42.475,Nordeste Linhas Aéreas,?,Salvador - Guanambi,Embraer 110C Bandeirante,PT-TBB,110-005,12,10,2,12,10,2,0,The aircraft descended below MDA in poor weather and struck Taquari Hill which was obscured by clouds.
"September 02, 1976",?,"Coen, Queensland",-13.9417,143.2,Airlines of Australia,?,Horn Island - Coen - Cairns,de Havilland DH.80 Puss Moth,VH-UQL,2088,3,2,1,3,2,1,0,On approach the left wing broke off and the aircraft crashed in a field.
"January 14, 1963",600,Apia,-13.8333,-171.8333,Polynesian Airlines,208B,"Apia, Western Samoa - Pago Pago, American Samoa",Douglas DC-3,5W-FAC,16964,32,29,3,32,29,3,0,"Crashed into a lagoon 400 yards past the end of the runway, seconds after taking off after the plane pitched up and stalled. Windshear, precipitation and turbulence."
"April 28, 2005",2127,"Pine Creek, Northern Territory",-13.8231,131.833,Guinea Airways Limited,?,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,?,12,10,2,12,10,2,0,"The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville, Cloncurry, and Daily Waters, departing from Daily Waters at 1655 Central Standard time. From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North, being told by Darwin D/F that they were over a hundred miles north of where they really were, due to the inadequacies of the equipment at that time of day, the storms and long distance. In an attempt to force land before running out of fuel, they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window, trying to locate a lighter (more grassy) spot in the bush to put down in rain. They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top. The wreckage was found on 6/22/1943.


We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found.

Lockheed 14s were renown as nasty buggers at low speed on one engine."
"January 26, 1935",1128,"Pisco, Peru",-13.71,-76.2032,Military - Fuerza Del Peru,?,Training,Let 410UVP,EP-830,790304,13,11,2,13,11,2,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport."
"September 04, 1965",2200,Formoso,-13.6539,-48.8819,Military - Brazilian Air Force,?,Rio de Janeiro - Belem,Lockheed C-130E,C-130-2460,4293,21,15,6,21,15,6,0,"Exploded in mid air while en route, 60 km northeast of Brasilia. A load of munitions being carried on the aircraft exploded."
"November 22, 1952",?,Cusco,-13.5222,-71.9833,Faucett,?,Maldorado - Quincemil,Douglas DC-3,OB-PAU-201,15992/32740,9,5,4,9,5,4,0,Crashed into a hill in poor weather conditions while en route.
"August 06, 1966",2213,Ndola,-12.9683,28.6337,Transair Sweden,?,Leopoldville - Ndola,Douglas DC-6B,SE-BDY,43559,16,11,5,16,11,5,0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjöld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded. A recent report in 2011 sites pilot fatigue as the cause of the accident."
"May 23, 1994",1145,"Lockhart River, Queensland",-12.7864,143.3428,Aero-Tropics,?,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,13,2,15,13,2,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach."
"January 17, 1941",?,Huambo,-12.7667,15.7333,Uralex,?,Huambo - Luanda,Antonov AN-32,D2-MAJ,ZZX3201,33,29,4,3,3,0,0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff. Brake failure as the pilot attempted to avoid a hole in the runway."
"January 19, 2006",1200,Huambo,-12.7667,15.7333,Military - FANA Forca Aerea Nacional Angolana,?,Huambo - Luanda,Embraer 120ER Brasilia,T-500,120357,36,34,2,30,30,0,0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot."
"March 21, 1994",1754,Weipa,-12.6431,141.8642,Aurukun Air Services,?,Weipa - Aurukun,Britten-Norman BN-2A-21 Trislander,VH-JUU,632,6,5,1,6,5,1,0,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway."
"June 14, 1960",?,"Darwin, Northern Territory",-12.4381,130.8411,Qantas,?,?,Short S23 ‘C’ Class flying boat,G-AEUH,?,13,,,13,,,0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qantas.
"March 12, 1948",?,Cuíto,-12.3833,16.9333,Military - Angolan Air Force,?,?,Mil Mi-8MTV (helicopter),H534,?,22,,,22,,,0,Shot down by rebel forces.
"November 15, 1952",?,Cuíto,-12.3833,16.9333,Military - Angolan Air Force,?,?,Mil Mi-17 (helicopter),H584,?,22,,,22,,,0,Shot down by UNITA rebel forces.
"January 01, 1955",?,Cuíto,-12.3833,16.9333,Khors Aircompany,?,?,Antonov AN-12BP,UR-11319,4342510,11,6,5,11,6,5,0,The leased aircraft was shot down by UNITA rebels as it flew at FL 150 carrying relief supplies.
"December 21, 1988",?,Lobito,-12.3597,13.5308,DTA Angola Airlines,?,Luanda - Lobito - Lubango,Fokker F-27 Friendship 200,CR-LLD,10439,25,19,6,22,17,5,0,Overshot the runway in heavy fog and crashed into the ocean while landing.
"May 07, 2005",615,Lobito,-12.3597,13.5308,SL Aviation Services,?,?,Douglas DC-3,N96BF,13321,2,0,2,2,0,2,0,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart."
"April 27, 1966",805,Tomas District,-12.2383,-75.746,LANSA,501,Lima - Cuzco,Lockheed 749A Constellation,OB-R-771,2521,49,43,6,49,43,6,0,"Crashed into 12,600 ft. Mt. Talsula. Pilot error. Incorrectly selected the route. Incorrectly calculated the climb performance of the aircraft in relation to its total weight of takeoff. Underestimated the elevation of peaks he had to clear along the route."
"March 10, 1989",340,Lima,-12.06,-77.0375,Varig,810,Porto Alegre - Lima,Boeing B-707-441,PP-VJB,17906/129,97,80,17,97,80,17,0,"After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments."
"November 03, 1965",?,Lima,-12.06,-77.0375,Caribbean Airlines,?,Miami - Lima - Asunción,Lockheed 18 Lodestar,N706G,2625,5,2,3,5,2,3,0,Ditched in the ocean 2 km  off shore.
"May 26, 1988",2015,Lima,-12.06,-77.0375,Peruvian Naval Aviation,?,Pucallpa - Lima,Fokker F-27 Friendship 400M,AE-560,10548,43,37,6,42,37,5,0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.
"October 07, 1988",?,Lima,-12.06,-77.0375,Aero Condor,?,Sightseeing,Britten Norman BN-2A Trislander,OB-T-1271,604,10,9,1,10,9,1,0,Crashed after striking radio tower while on approach.
"December 08, 1977",?,Inhambupe,-11.7839,-38.3528,Air France,?,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,4,0,4,4,0,4,0,The postal plane crashed at Atalaya Beach in unknown circumstances.
"March 10, 1981",?,"Moroni, Comoros",-11.7036,43.2536,Air Comores,?,Dar es-Salaam - Moroni,de Havilland DH-114 Heron 1B,F-OECD,14040,16,15,1,15,14,1,0,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea.  Inadequate supervision of the flight by the pilot-in-command. While attempting to go-around, the flaps were fully extended."
"September 01, 1920",500,"Moroni, Comoros",-11.7036,43.2536,Military - French Naval Aviation,?,Moroni-Saint-Denis de la Réunion,Dassault-Breguet Atlantique,29,29,18,14,4,18,14,4,0,"As the plane was taking off, one of the engines failed and after climbing to 500 ft., the aircraft plunged to earth and exploded in flames."
"June 30, 2009",15:15,Mitsamiouli,-11.3819,43.3,Ethiopian Airlines,961,Addis Ababa - Nairobi,Boeing B-767-260ER,ET-AIZ,23916/187,175,163,12,127,117,10,0,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned."
"October 08, 1994",151,Mitsamiouli,-11.3819,43.3,Yemenia Airway,626,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,7O-ADJ,535,153,142,11,152,141,11,0,"The plane crashed into the Indian Ocean, 10 miles off the coast,while attempting a second approach to Hahaya Airport in Moroni. A 12 year old girl survived the accident. Crew error. The accident was due to inappropriate action by the crew during a non-stabilizing maneuver."
"July 24, 1926",?,Juara,-11.255,-57.52,TABA,?,Juara - Cuiaba,Embraer 110P Bandeirante,PT-GJN,110-063,17,15,2,17,15,2,0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.
"November 03, 2013",1600,Riberalta,-11.005,-66.0661,Aerocon,?,"Trinidad, Bolivia - Riberalta, Bolivia",Swearingen SA227-AC Metro III,CP-275,AC-721B,18,16,2,8,8,0,0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
"August 17, 2003",?,Aracaju,-10.9167,-37.05,Loide Aereo Nacional,?,Natal - Recife - Maceió - Aracaju,Douglas DC-3,PP-LPG,14822/26267,33,28,5,33,28,5,0,Crashed during a landing attempt in adverse weather conditions under VFR and hit high ground. The pilot attempted a visual approach and made a turn at low altitude in adverse weather conditions.
"September 04, 1946",?,"Lata, Solomon Islands",-10.7233,165.7964,Military - Russian Air Force,?,?,Mil Mi 8T (helicopter),?,?,61,,,61,,,0,Shot down by a surface-to-air missile by Georgian rebel forces.
"June 08, 1983",?,Cerro de Pasco,-10.6864,-76.2625,TAM (Brazil),?,Pucallpa - Lima,Douglas DC-3,FAP-403,?,24,21,3,24,21,3,0,Disappeared over the Andes while en route. Wreckage found 12/04/1954.
"July 15, 1959",?,Kupang,-10.1633,123.5778,KNILM,?,?,Grumman G-21 Goose,PK-AFS,1081,5,2,3,5,2,3,0,Shot down by Japanese military aircraft.
"December 10, 1999",800,Kupang,-10.1633,123.5778,Qantas,?,"Darwin - Surabaya, Dutch East Indies",Short S-23 (flying boat),G-AEUH,S-850,18,13,5,13,11,2,0,Shot down by Japanese military aircraft. Owned by British Overseas Airways.
"September 04, 1982",?,"Rio Branco, Acre",-9.9781,-67.8117,Cia Brasiliera de Tratores,?,Porto Velho - Rio Branco,Gates Learjet 25B,PT-JBQ,25B-119,10,8,2,10,8,2,0,The plane ran out of fuel on the third approach in poor weather.
"August 30, 2002",1830,"Rio Branco, Acre",-9.9781,-67.8117,Rico Taxi Aéreo,?,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31,28,3,23,20,3,0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.
"June 08, 2008",1236,Huánuco,-9.9294,-76.2397,Lineas Aereas Nacionales SA (Peru),508,Lima - Pucallpa,Lockheed 188A Electra,OB-R-941,1086,92,86,6,91,85,6,0,"The aircraft was struck by lightning after it entered an area of thunderstorms and heavy turbulence. The lightning caused a fire which led to the separation of the right wing and part of the left wing. The aircraft crashed in mountainous terrain in the jungle. One German passenger, a female teenager, survived and was found after trekking through the jungle for 9 days. Juliane Koepcke had a broken collarbone and was unconscious for an unknown amount of time but had survived the crash still strapped in her seat. She fell more than two miles into the jungle canopy but miraculously survived with only minor injuries. When she came to, she set out in vain to find her mother. Maria Koepcke, her mother, a leading Peruvian ornithologist, was dead. Rescue crews searched for the aircraft without success. Koepcke would have to save herself.  Koepcke found a stream and began nine days of wading through knee-high water and fighting off swarms of insects and leeches. On the ninth day, she found a canoe and shelter. Then she waited. Hours later, local lumbermen returned and found her. They tried to get her to eat but she was quite sick and refused. Insects had buried eggs in her skin and they were beginning to hatch. One of the men poured gasoline on her and, as she told the London Daily Mail, ""I counted 35 worms that came out of my arms alone."" The men offered what assistance they could provide but it was too late in the day to start the journey back to civilization; she slept one more night in the jungle before the men took her on the final seven hour journey via canoe down the river to a lumber station where she was airlifted to a hospital."
"March 10, 1998",1030,Molino District,-9.9113,-76.016,Military - Indonesian Army,?,Tarakan - Malinau,Mil- Mi-17B-5,?,?,21,13,8,13,7,6,0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived."
"August 11, 1998",?,Saurimo,-9.6589,20.3934,Alada,?,?,Antonov An-12BP,D2-FAZ,8345601,13,6,7,1,0,1,0,Blew a tire while landing causing the plane to to run off the runway and crash.
"December 17, 1998",?,Saurimo,-9.6589,20.3934,Zanex,?,Luanda - Saurimo,Antonov 12,S9-SAT,12357,10,2,8,1,,,0,"After encountering a vehicle on the runway, the crew attempted a go-around but the aircraft touched down in a nose-high attitude and crashed."
"April 27, 1967",?,Malanje,-9.5333,16.35,Transafrik,?,Luanda-Dundo,Lockheed L-100-30 Hercules,CP-1564,4833,9,6,3,9,6,3,0,The cargo plane was shot down by a surface-to-air missile.
"July 05, 1990",?,Port Moresby,-9.4789,147.1494,Douglas Airways,?,Port Moresby-Woitape,Britten-Norman 2B-21 Islander,P2-DNJ,857,12,11,1,8,7,1,0,Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.
"April 22, 1943",2000,Port Moresby,-9.4789,147.1494,Qantas,?,Townsville - Port Moresby,Short S-23,VH-ADU,S-844,31,27,4,13,11,2,0,Stalled and crashed in poor weather into the water during an emergency landing on the open sea. Broke up in heavy seas.
"November 26, 1943",415,Port Moresby,-9.4789,147.1494,Qantas,?,"Port Moresby - Townsville,, Queensland, Australia",Lockheed L-18-56 Lodestar,VH-CAB,?,15,11,4,15,11,4,0,Flew into a hill shortly after talking off from Ward's Strip operated by Qantas for Allied Directorate of Air Transport.
"August 01, 2010",?,"Cuango, Angola",-9.1444,18.0464,Savanair,?,Huambo - Luanda,Antonov 12B,TN-AFR,8345502,5,0,5,1,0,1,0,The cargo plane was shot down by UNITA rebels.
"September 28, 1971",1200,Sena Madureira,-9.0658,-68.6569,Cruzeiro,?,Cruzerio do Sul - Rio Branco,Douglas DC-3,PP-CBV,4977,32,28,4,32,28,4,0,The aircraft tried to return to the airport after an engine fire during takeoff  but the right wing struck trees and it crashed in the Amazon jungle.
"September 28, 2012",?,Katanga Province,-9,26,United Nations,?,Reconnaissance flight,Douglas C-47 Skytrain,UN-202,15784/32532,10,7,3,2,2,0,0,"While on a reconnaissance flight, the aircraft was shot down. The plane crash landed in a prairie. Leased from Transair Sweden."
"February 02, 1999",?,Luanda,-8.8383,13.2344,Interflug,?,Luanda-Berlin,Ilyushin IL-18D,DM-STL,186009402,10,6,4,10,6,4,0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
"November 29, 1982",1540,Luanda,-8.8383,13.2344,Carib Air Transport,?,Luanda - Cafunfo,Lockheed L-382B Hercules,J6-SLQ,3099,7,4,3,7,4,3,0,Crashed on takeoff after the No. 1engine overspeeded and failed.
